ID	EntryID	Segments	Meaning
884	9247-tino	t i n oː	Kalbe
885	9249-tinta	t i n.t ɒ	Tinte, Ausscheidung, Kopffüßer, Farbstoff
886	9271-tiz	t iː z	zehn, milit, Einheit, zehn, Mann, zehn, Einheiten, bestehend, Zehner, Geld, zehnte, Zehent, Abgabe, Zehntel, milit, Einheit, zehn, Mann, Stadtteil, Korporal, Zehntel, bestehend, Zehnerpotenzen, teilbar
887	9272-to	t oː	See, Teich, Teich
888	9284-tok	t o k	Stör
889	9285-tok	t o k	Futteral, Kapsel, Pferdegeschirr, Fenster-, Türstock, Pferd, deutscher, Soldat, Futteral, Haarknoten, Behälter, Wetzstein, Spannfutter, Maschinen
890	9286-toka	t o k ɒ	Doppelkinn, nackter, Hautlappen, Schnabel
891	9296-tolmacs	t o l.m aː t͡ʃ	Dolmetscher, Verkündiger, Vermittler, Nachricht, Bitte, usw, dolmetschen
892	9297-tolvaj	t o l.v ɒ j	Dieb, diebisch, schädlich
893	9305-tomp	t o m.p	oberer, gewölbter, Teil, hinteren, Keule
894	9306-tompa	t o m.p ɒ	dumpf, klanglos, Stimme, stumpf, scharf, gespitzt, stumpfsinnig, gleichgültig, dumpf, Schmerz, stumpf, matt
895	9314-top	t o p	Keule, Tieres, Tritt, Fußstapfen, Fuß, untere, Teil, Fußes
896	9316-topaz	t o p aː z	Topas
897	9318-topolya	t o p o j ɒ	Art, Pappel, haupts
898	9323-tor	t o r	Mahl, Leichenschmaus, Schlachtfest
899	9325-torbagy	t o r.b aː ɟ	Hügel
900	9334-torok	t o r o k	Mündung, Kehle, etw, Kehle, Hals, Fell, Halse, jmdn, schweigen, heißen, steckenbleiben, münden
901	9348-torzsa	t o r.ʒ ɒ	Strunk, dicker, Stengel, Butzen, Maiskolben, Blütenstand, dicker, Hauptachse
902	9352-tot	t oː t	Slowake, slawisch, slowakisch
903	9361-to	t øː	Einfluß, nächste, Umgebung, Ortes, Wurzel, Stamm, Stock, Weinstock, Ansatz, Wurzel, Haarwurzel, Bestandteil, Wortstamm, Haus
904	9364-tok	t ø k	Kürbis, Hodensack, Hoden, Blase, Lederbeutel, Dummkopf, Schellen, Farbe, ungarischen, deutschen, Kartenspiel, Kürbis, betreffend, od, Hodensack, betreffend, haupts, habend, Kürbis, betreffend, Hodensack, betreffend, haupts, habend
905	9372-tolgy	t ø l.ɟ	Eiche
906	9374-tom	t ø m	stopfen, zerstampfen, begraben, jmdm, etw, stopfen, Ente, Gans, jmdn, Geld, vollstopfen, stopfen, steckenbleiben, festsitzen
907	9378-tomeny	t ø m eː ɲ	zehntausend, Heer, Art, Zehntausender, Geld, hochprozentiges, alkoholisches, Getränk, zahlreich, überfüllt, konzentriert, unvermischt, hundertprozentig, unverfälscht
908	9387-tonko	t ø n.k øː	Pfahl, Baumstumpf, Stengel, Pflanzen
909	9394-tor	t øː r	Dolch, Symbol, Leides, Ahle, Florett, Mörder
910	9395-tor	t øː r	Schlinge, Falle
911	9403-torok	t ø r ø k	sprechender, Mensch, Angehöriger, Volksgruppe, Völker, betreffend
912	9406-torpe	t ø r.p ɛ	Person, kleiner, Gestalt, Zwerg, Gnom, geistig, unbedeutender, Mensch, geistig, unbedeutend
913	9412-torzsok	t ø r.ʒ ø k	Baumstamm, Klotz, Rumpf, Volksstamm, Sippe, Stammvater, dicker, Ursprung, Wortstamm, Wurzel, Grammatik, Hauptteil, klein, gedrungen, uralt, ursprünglich
914	9415-tovis	t ø v i ʃ	Dorn, Stachel, Pflanze, stachelige, Pflanze, Zweig, Stachel, Tieres, Dorn, Gegenstandes, Dorn, Auge, peinliche, Sorge, bleibende, Beleidigung
915	9483-tud	t u d	jmdn, kennen, jmdm, Kenntnis, etw, wissen, entschlossen, überzeugt, Zuversicht, ahnen, jmdm, Geschlechtsverkehr, einrechnen, aufrechnen, aufschreiben, jmdn, etw, bringen, jmdn, verjagen, abrechnen, abtragen, verrichten, Wissenschaft, Gelehrter, gelehrt, Wissen, Erkundigung, gelehrt, Bewußtsein
916	9501-tur	t uː r	Geschwür, Narbe, Rotlauf
917	9515-turo	t uː r oː	Quark, Käse, Ausscheidung, Vorhaut, Ausdruck, Verneinung
918	9517-turul	t u r u l	od, Vogel, ung
919	9531-tuzok	t uː z o k	Trappe, As, Kartenspiel
920	9534-tudo	t y d øː	Lunge, Milz
921	9536-tukor	t y k ø r	Spiegel, Symbol, Vorbild, Musterbild, Glimmer, kurzer, Abriß, gewisser, Kenntnisse, schillernder, Fleck, Gefieder, Spiegel, Schürze, beim, Rotwild, glänzende, Wasserfläche, glänzende, Oberfläche, etw, Aufschlag, od, Einsatz, Revers, Kragen, usw, Längsschnitt, Baumstammes, Satzspiegel, Harnisch, Geol, glänzend, klar
922	9563-udvar	u d.v ɒ r	Wohnsitz, Herrschers, Hofstaat, Haus, gehörender, meistens, Platz, Hof, Hof, Sonne, Mond, Meierhof, Bauernhof, Verfärbung, etw, Teil, Fläche, zB, Fläche, Flächeninhalt, Teil, Reuse
923	9564-udvarnok	u d.v ɒ r.n o k	Angehöriger, Gutshofs, Handwerker, Bauer, Höfling
924	9575-uj	uː j	neu, frisch, zeitgemäß, Neuheit, Zeitung, wiederholen, erneuern, stehlen, Erneuerung, Erneuerer, neu, aufs, neue, neulich, heutzutage, aufs, neue, nagelneu, aufs, neue
925	9594-unoka	u n o k ɒ	Enkel, Enkelin, Neffe
926	9596-ur	uː r	Besitzer, Macht, Vermögen, Herrscher, Gebieter, Gott, Jesus, Christus, Ehegatte, Macht, herrschende, Kraft, Herr, Herrschaft, jmdn, Herrn, anerkennen, beherrschen, beherrschen, Herrn, spielen
927	9602-uszik	uː s i k	schwimmen, voll, etw, schwimmen, etw, bedeckt, schweben, Schulden, geraten, verlorengehen, Geld
928	9606-ut	uː t	Weg, Straße, Möglichkeit, etw, erledigen, Laufbahn, Fahrt, Reise, Anlaß, Art, Weise, Verfahren, Gang, Ablauf, Fahrgast, Reisender
929	9608-utal	u t aː l	verabscheuen, ekelt, verachten, hassen, Abneigung, empfinden, Abscheu, Abneigung
930	9621-uz	uː z	betreffend
931	9633-ugy	y ɟ	Fluß, Bach
932	9634-ugy	y ɟ	Geschehen, Vorfall, Grund, Ursache, Angelegenheit, Sache, Rechtsfall, Tatbestand, Beachtung, Aufmerksamkeit, Lage, Schicksal, Prozeß, Rechtsstreit, Geschäftigkeit, Schlauheit, geschickt, suggerieren, jmdm, Beachtung, schenken
933	9637-uhegy	y h ɛ ɟ	Gefangener
934	9638-uk	y k	Großmutter, Urgroßmutter, Urgroßvater
935	9639-ul	y l	sitzen, wohnen, besetzt, halten, Besitzung, Herrschaft, Amt, antreten, verweilen, ruhig, verhalten, Eiern, sitzen, befinden, liegen, Ortschaft, Zorn, geraten, empören, lasten, bedecken, Kerker, sitzen, sorgsam, bewahren, Buch, Geld, usw, sitzen, einsteigen, Fahrzeug, Sitzung, abhalten, treffen, Anspielung, Antwort, Wohnsitz, Sitzen, Stuhl, Besetzung, Truppen, Sitzung, Beratung, jmdm, Sitz, anbieten, pflanzen, stiften, Henne, setzen, Sitzen, plötzlich, aufrichten, setzen, anreizen, hereinlegen
936	9642-ullo	y lː øː	Amboß, Amboß, Ohr, mittlere, feste, Punkt, etw, zB, Nabe, Werkzeug, Schlosser, Dachdecker
937	9644-uno	y n øː	Kuh, Ricke, usw
938	9645-ureg	y r ɛ ɡ	Höhle, Weltraum, überdachter, Vorraum, hohl
939	9647-urom	y r ø m	Wermut, Pflanze, Bitternis, Leiden
940	9656-ut	y t	schlagen, trans, einschlagen, Blitz, einschlagen, eintreiben, etw, erzeugen, hervorbringen, angreifen, stechen, Kartenspiel, Schach, jmdm, nachgeschlagen, treffen, Schläger, Puffer, Schienenfahrzeugen, verrückt
941	9663-uzbeg	y z.b eː ɡ	Flüchtling
942	9677-vad	v ɒ d	wildes, Tier, Wild, Wald, Naturmensch, Wildnis, Absurdität, unreguliert, Gewässer, gezüchtet, Tier, Pflanze, grimmig, zügellos, barbarisch, primitiv, herb, scheu, heftig, unmöglich, absurd, wüst, Gebiet, Jäger, Jäger, zügellos, scheu
943	9689-vagyik	v aː ɟ i k	Sehnsucht, Verlangen, irgendwohin, sehnen, irgendwo, mögen, fleischliche, Gelüste
944	9691-vagyon	v ɒ ɟ o n	Vorhandenes, Vermögen, Habe, Masse, Wesen, existierend, mittellos
945	9692-vaj	v ɒ j	Fett, Butter
946	9696-vajda	v ɒ j.d ɒ	Fürst, Heerführer, oberster, Beamter, Provinz, Führer, milit, Einheit, Steuer, Bauer, Vorarbeiter
947	9702-vak	v ɒ k	Blinde, niedrigsten, Wert, zeigende, Seite, dunkel, blind, ungewiß
948	9721-valo	v ɒ l oː	seiend, befindlich, jmdm, stammend, etw, jmdm, bestimmt, geeignet, geschaffen, usw, wahr, wirklich, gehörig, Wesen, Natur, Wirklichkeit, Seiende, Wahrheit
949	9723-valpot	v ɒ l.p oː t	Beamter
950	9725-valt	v aː l.t	ändern, verwirklichen, wechseln, austauschen, geben, mitteilen, erretten, erlösen, Geld, wechseln, Richtung, ändern, Tauschwert, auslösen, kaufen, lösen, mieten, einholen, ablösen, jmdm, folgen, absondern, gut, schlecht, funktionieren, Gehör, Verstand, Stimme, Wechsler, Heiland, Weiche, Schienen, Stafette, Lösegeld, Erlösung, Schritt, Richtung, Veränderung, Variante
951	9730-valyu	v aː j uː	Futter-, Rinne, Kanal, kleiner, Mörser
952	9731-vam	v aː m	Zollstelle, Zehent, Abgabe, Waren
953	9733-van	v ɒ n	befinden, Kopula, Hilfsverb, zusammengesetzter, Verbformen, Sein, Wesen
954	9746-var	v aː r	warten, erwarten, abwarten, erhoffen, jmdn, verlassen, erfordern, jmdm, steht, etw, bevor, warten, darauf, Erwartung, schwanger
955	9747-var	v aː r	Festung, Burg, Schloß, Hof, Mondes
956	9752-vareg	v ɒ r eː ɡ	Söldner, Leibwächter, betreffend, betreffend
957	9756-varju	v ɒ r.j uː	Krähe
958	9759-varos	v aː r o ʃ	Stadt
959	9761-varsa	v ɒ r.ʃ ɒ	Teil, Käfig, Ruten
960	9764-vas	v ɒ ʃ	Eisen, Gegenstand, Gerät, Eisen, Kette, Schelle, Schwert, Dolch, etw, kleines, eisern, Schwert, kämpfen, bügeln, fesseln, Bügeleisen
961	9766-vasar	v aː ʃ aː r	Marktflecken, Messe, handel, Rummel
962	9790-veg	v eː ɡ	räumliches, Ende, Rand, Stück, Stoff, Schluß, zeitliches, Ende, Ende, Lebens, Tod, Zweck, Reichsgrenze, Ungarns, Weise, Maß, Bedingung, Ende, Ende, liegend, beschließen, erledigen, beenden, Ende, Schluß, Entschluß, Schicksal, endlos, bestimmt, schicksalhaft, enden, Beschluß, unendlich, Unendliche, endgültig, endlich
963	9798-vejsze	v ɛ j.s ɛ	Fischnetz, Fischteich, Ort, Fischerei
964	9812-vemhes	v ɛ m.h ɛ ʃ	Fohlen, geworfen, Stute, trächtig, Stute, Kuh, usw
965	9813-ven	v eː n	alt, jung, genug, weise, bewandert, ursprünglich, betagt, Greis, Person, Ältestenrat, Urahn, hohes, Alter, alte, Person, alt, alt
966	9816-vendeg	v ɛ n.d eː ɡ	Ansiedler, fremden, Land, ausländisch, Person, Ort, usw, Gast, Gasthaus, Restaurant, usw, Kunde, beim, Friseur, usw, Ersatz-, zufällig, Ding, Gastspieler, jmdm, Gaste, Gasthaus, Inhaber, Gasthauses
967	9824-ver	v ɛ r	prügeln, schlagen, schlagen, Naturerscheinung, niederwerfen, niederschlagen, vernichten, klopfen, Schlagen, Töne, erzeugen, hämmern, Zustand, bringen, bestrafen, anschlagen, Schaum, Schweiß, drehen, flechten, seilen, stechen, stoßen, treiben, schlagen, etw, befestigen, pochen, klopfen, Herz, bösen, Blick, treffen, Hammer, Schlagen, Prügel, Prügel, Niedergeschlagenheit, Strafe, Niederlage, Kanonen, beschießen, jmdm, raufen, kämpfen, zanken, Bündel, Gepräge
968	9825-ver	v eː r	Blut, Abstammung, Blutsverwandte, Rot-, Dysenterie, Blutwurst, Speise, tierischem, Blut, Blut, bereitet, Speise
969	9834-verem	v ɛ r ɛ m	Grube, Graben, Aushöhlung, Grotte
970	9846-vert	v eː r.t	Schild, Harnisch
971	9848-ves	v eː ʃ	meißeln, schneiden, graben, einprägen, Meißel, Stichel
972	9850-vesz	v ɛ s	nehmen, Speise, Getränk, nehmen, Auftrag, Verantwortung, usw, jmdn, nehmen, anfassen, nehmen, hochheben, kaufen, erwerben, Besitz, nehmen, erobern, begreifen, erwägen, erhalten, gewinnen, etw, teilhaben, auffassen, hinnehmen, entfernen, wegmachen, anziehen, etw, anerkennen, bejahen, Wahrheit, halten, umgeben, etw, bewegen, betrügen, bringen, führen, einnisten, eindringen, erscheinen, ausnehmen, Annahme, Empfang, Ausnahme, Betrag, Annahme, Aufnahme, Empfang, Begreifen, Einkommen, Einnahme, Ausnahme, Subtraktion, Besonderes, Käufer
973	9851-vesz	v eː s	Verfall, Rodung, wütende, Naturkraft, Sturm, Donnerschlag, wütend, drohend, gefährlich
974	9862-vet	v ɛ t	säen, einsetzen, Pflanze, jmdn, od, etw, irgendwohin, setzen, legen, stellen, werfen, Wasser, ablassen, verachten, verschmähen, lösen, Aufgabe, wetteifern, streiten, werfen, Sport, werfen, ungefähr, annähernd
975	9863-vet	v eː t	jmdm, etw, verschulden, jmdn, schädigen, verfehlen, verwechseln, vergessen, versäumen, irren, Sünder, fehlerhaft, Ding, schuldig, Sünde, Sünde, Verstoß, Anstoß, erregen
976	9893-vig	v iː ɡ	lustig, lustig, freuen, trösten, Freude, Trost
977	9913-villam	v i lː aː m	Blitz, Lichtblitz, festen, Verbindungen, mildes, Elektrizität, voller, Blitze, elektrisch, Straßenbahnwagen
978	9921-vinnye	v i ɲː ɛ	Eisenschmiede
979	9959-vitez	v i t eː z	Soldat, Krieger, Held, Mitglied, erblichen, Ordens, tapfer, mutig
980	9969-viz	v iː z	Saft, Gewässer, Wasser, Körpersäfte, Serum, Durchsichtigkeit, Edelsteins, Einöde, wässerig, Ödem
981	9994-vo	v øː	Schwiegersohn, Bräutigam
982	9996-vodor	v ø d ø r	Eimer, Kübel, Eimer, haupts, Wein
983	9999-volgy	v ø l.ɟ	Tal, Kern, Geschwürs, Mark, Bot, Aushöhlung
984	10001-voros	v ø r ø ʃ	rot, rötlich, rot, Rotes, roter, Stoff, Rot, Krankheit, Scharlach, Rotwein, Revolutionär, Kommunist, Rot, Spielkarte
985	10008-zab	z ɒ b	Hafer, Pferdefutter, Rispe, Ähre, kleine, weiße, Drüse, Pferd, Schaf, usw, Hafer, enthaltend, zornig, wütend
986	10036-zaszlo	z aː s.l oː	Fahne, Standarte, Flagge, Bataillon, Rispe, Ähre, Wetterfahne, usw, schwebende, flatternde, Behaarung, Feder, Offiziersanwärter
987	10064-zomak	z o m ɒ k	Schlange, untersetzt, gedrungen
988	10070-zold	z ø l.d	grün, unreif, Obst, blühend, gesund, ungereimt, Gerede, blaß, Gesicht, Pflanze, grüne, Farbe, Grün, Spielkarte, Gerede, Grüne, Grün, Verkehrsampel, etw, Suppengemüse
989	10082-zug	z uː ɡ	sausen, brausen, murren, schnaufen, keuchen, begatten, durchfallen, Prüfung
990	10090-zuz	z uː z	her, zerren, peinigen, zerschlagen, quetschen, vernichten, Mais
991	10101-zsak	ʒ aː k	grobes, Tuch, Kleidungsstück, grobem, Tuch, Beutel, Ranzen, Sack, Ausbuchtung, Zisterne, Mager, beladen, Sack, einpacken
992	10125-zseng	ʒ ɛ n.ɡ	Ausschlag
993	10139-zsilip	ʒ i l i p	Wasserrinne, Mühle, Kanal, Bestimmung, Schleuse, Abgrund, Schlamm, wäßrigen, morastigen, Niederungen
994	10154-zsold	ʒ o l.d	Löhnung, Soldaten, Sold
